Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-10-13 00:00:00-04:00,22.492909916563654,22.59279880077009,22.15550422668457,22.15550422668457,214333600,0.0,0.0
2014-10-14 00:00:00-04:00,22.28424589877618,22.3131022667306,21.88024827967327,21.920204162597656,254754400,0.0,0.0
2014-10-15 00:00:00-04:00,21.7470671409207,22.008999829940016,21.127751672132263,21.6516170501709,403734400,0.0,0.0
2014-10-16 00:00:00-04:00,21.209885524369128,21.691574810412263,21.178808905498517,21.367488861083984,288618000,0.0,0.0
2014-10-17 00:00:00-04:00,21.64273767864868,21.97570287370481,21.48957314698732,21.68047332763672,272718800,0.0,0.0
2014-10-20 00:00:00-04:00,21.82475824082989,22.188800046213156,21.80256090021843,22.144405364990234,310069200,0.0,0.0
2014-10-21 00:00:00-04:00,22.86805411515063,22.86805411515063,22.479594631501374,22.745967864990234,378495600,0.0,0.0
2014-10-22 00:00:00-04:00,22.828092302899577,23.110003774984428,22.77481834741801,22.86138916015625,273052400,0.0,0.0
2014-10-23 00:00:00-04:00,23.103346193196305,23.318663964290355,23.003455615152884,23.26982879638672,284298800,0.0,0.0
2014-10-24 00:00:00-04:00,23.347516447519588,23.416328703432864,23.203231210094806,23.356395721435547,188215600,0.0,0.0
2014-10-27 00:00:00-04:00,23.274269119185885,23.41411559894142,23.240972257646533,23.33198356628418,136750800,0.0,0.0
2014-10-28 00:00:00-04:00,23.396363213849437,23.693811416625977,23.385263692561107,23.693811416625977,192243600,0.0,0.0
2014-10-29 00:00:00-04:00,23.673836754719574,23.833660393896817,23.60946325040933,23.82699966430664,210751600,0.0,0.0
2014-10-30 00:00:00-04:00,23.74263555067752,23.82920635707867,23.507340712104984,23.7470760345459,162619200,0.0,0.0
2014-10-31 00:00:00-04:00,23.975717633217656,23.982376667080608,23.798135493644455,23.97349739074707,178557200,0.0,0.0
2014-11-03 00:00:00-05:00,24.022334678065203,24.48404692675279,23.975719743373038,24.28426742553711,209130400,0.0,0.0
2014-11-04 00:00:00-05:00,24.275376994911696,24.304233362115532,23.911335268202226,24.106674194335938,166297600,0.0,0.0
2014-11-05 00:00:00-05:00,24.21767024757061,24.26206662682775,24.002352465432402,24.164396286010742,149743600,0.0,0.0
2014-11-06 00:00:00-05:00,24.211215466692124,24.25357449167112,24.032864989571078,24.233509063720703,139874000,0.1175,0.0
2014-11-07 00:00:00-05:00,24.24465332185203,24.371728678123983,24.200066134030788,24.3026180267334,134766000,0.0,0.0
2014-11-10 00:00:00-05:00,24.304844727102495,24.373957075209788,24.22681630268338,24.262487411499023,108782000,0.0,0.0
2014-11-11 00:00:00-05:00,24.233506346892913,24.467593341680463,24.16662556330521,24.456445693969727,109769200,0.0,0.0
2014-11-12 00:00:00-05:00,24.385104768647906,24.842131102972488,24.38287659985631,24.802001953125,187769600,0.0,0.0
2014-11-13 00:00:00-05:00,24.924618312914205,25.29246685464879,24.88002942541549,25.152015686035156,238091600,0.0,0.0
2014-11-14 00:00:00-05:00,25.22559008225109,25.45744723140242,24.79308715970992,25.455217361450195,176254400,0.0,0.0
2014-11-17 00:00:00-05:00,25.475281716073813,26.146329713265715,25.259031950367074,25.412858963012695,186986800,0.0,0.0
2014-11-18 00:00:00-05:00,25.40170856794791,25.791852407173902,25.39056092075602,25.74280548095703,176896000,0.0,0.0
2014-11-19 00:00:00-05:00,25.73612312584335,25.803003920748473,25.37050267083926,25.5644588470459,167476800,0.0,0.0
2014-11-20 00:00:00-05:00,25.617957200475512,26.05268817923362,25.60457968512698,25.930070877075195,173582000,0.0,0.0
2014-11-21 00:00:00-05:00,26.19760305007488,26.210978866562314,25.867652069282833,25.96574592590332,228717200,0.0,0.0
2014-11-24 00:00:00-05:00,26.05045871055846,26.478501788672276,25.999183620424947,26.447290420532227,189803200,0.0,0.0
2014-11-25 00:00:00-05:00,26.54539159757728,26.696990442236952,26.184229193887106,26.217670440673828,275361600,0.0,0.0
2014-11-26 00:00:00-05:00,26.293466186493305,26.552074935274764,26.26894272313142,26.529781341552734,163073200,0.0,0.0
2014-11-28 00:00:00-05:00,26.589975885985297,26.61895909044861,26.31799130405366,26.514177322387695,99257600,0.0,0.0
2014-12-01 00:00:00-05:00,26.48742391197839,26.585517771311103,24.80646099092636,25.65363121032715,335256000,0.0,0.0
2014-12-02 00:00:00-05:00,25.30361164783545,25.805225094598704,25.13640716558103,25.555532455444336,237395600,0.0,0.0
2014-12-03 00:00:00-05:00,25.80522684105621,25.938990095734244,25.662545809280697,25.845355987548828,172253600,0.0,0.0
2014-12-04 00:00:00-05:00,25.80968760744941,26.12849094359302,25.702677672752003,25.747264862060547,168178000,0.0,0.0
2014-12-05 00:00:00-05:00,25.858734764354733,25.87880019034517,25.557766981636245,25.638025283813477,153275600,0.0,0.0
